Source,Target,Type
16582,5489,Directed
16582,40921,Directed
16582,28153,Directed
16582,38797,Directed
16582,2706,Directed
16582,26307,Directed
16582,8641,Directed
8641,35008,Directed
8641,8641,Directed
8641,5489,Directed
8641,40921,Directed
8641,28153,Directed
8641,38797,Directed
8641,2706,Directed
8641,26307,Directed
8641,8641,Directed
20654,38559,Directed
20654,39573,Directed
20654,29047,Directed
20654,15236,Directed
20654,21678,Directed
20654,43971,Directed
20654,17705,Directed
20654,37418,Directed
20654,29563,Directed
20654,1449,Directed
39155,10313,Directed
39155,26135,Directed
39155,4561,Directed
39155,30442,Directed
39155,3422,Directed
39155,8911,Directed
39155,26316,Directed
7185,7185,Directed
7185,6979,Directed
7185,11710,Directed
7185,16682,Directed
7185,33257,Directed
7185,3643,Directed
7185,17570,Directed
41324,35142,Directed
41324,31202,Directed
41324,34289,Directed
41324,10281,Directed
41324,37426,Directed
41324,40593,Directed
41324,14301,Directed
41324,9203,Directed
41324,25224,Directed
41324,41324,Directed
41324,3315,Directed
41324,11571,Directed
41324,10505,Directed
41324,31312,Directed
41324,26795,Directed
41324,26581,Directed
41324,43941,Directed
41324,7117,Directed
41324,40238,Directed
41324,6042,Directed
41324,17443,Directed
41324,23735,Directed
41324,40980,Directed
41324,41324,Directed
41324,738,Directed
41324,33381,Directed
41324,38182,Directed
41324,29260,Directed
41324,31202,Directed
41324,2338,Directed
41324,23414,Directed
41324,41324,Directed
41324,25744,Directed
41324,40755,Directed
41324,26600,Directed
41324,30202,Directed
41324,7734,Directed
41324,19710,Directed
41324,23735,Directed
41324,5257,Directed
41324,23486,Directed
41324,3947,Directed
41324,26973,Directed
41324,23288,Directed
41324,41324,Directed
41324,21268,Directed
41324,13188,Directed
41324,16901,Directed
41324,29831,Directed
41324,37426,Directed
41324,23288,Directed
41324,4019,Directed
41324,41324,Directed
41324,25830,Directed
41324,35607,Directed
41675,39918,Directed
41675,36364,Directed
41675,19238,Directed
41675,17606,Directed
41675,7518,Directed
41675,36364,Directed
41675,25328,Directed
41675,2509,Directed
19912,19001,Directed
19912,23210,Directed
19912,43343,Directed
19912,4711,Directed
19912,19912,Directed
19912,15764,Directed
19912,22605,Directed
19912,31888,Directed
19470,3285,Directed
19470,5677,Directed
19470,17172,Directed
19470,6795,Directed
19470,43116,Directed
19470,25383,Directed
19470,16060,Directed
19470,27786,Directed
19470,36179,Directed
19470,15060,Directed
19470,38829,Directed
19470,31753,Directed
19470,4943,Directed
19470,3121,Directed
19470,34852,Directed
19470,36928,Directed
19470,29276,Directed
19470,11582,Directed
19470,21517,Directed
19470,24569,Directed
19470,15390,Directed
19470,36421,Directed
19470,42692,Directed
19470,1936,Directed
19470,17889,Directed
19470,6226,Directed
19470,19470,Directed
19470,31599,Directed
19470,24085,Directed
19470,20809,Directed
19470,19470,Directed
19470,36267,Directed
19470,22995,Directed
19470,31088,Directed
19470,4874,Directed
19470,23193,Directed
19470,1492,Directed
19470,23947,Directed
19470,19470,Directed
19470,13054,Directed
19470,4874,Directed
19470,35478,Directed
19470,29608,Directed
19470,23788,Directed
19470,16842,Directed
19470,32961,Directed
18048,21734,Directed
18048,13306,Directed
18048,21044,Directed
18048,7520,Directed
18048,24736,Directed
18048,21044,Directed
18048,8516,Directed
18048,22214,Directed
18048,10528,Directed
18048,1806,Directed
18048,22834,Directed
18048,25032,Directed
18048,19657,Directed
18048,21778,Directed
18048,4164,Directed
18048,14444,Directed
18048,9933,Directed
18048,5981,Directed
18048,35826,Directed
18048,13037,Directed
14279,35659,Directed
14279,35548,Directed
14279,24766,Directed
14279,28302,Directed
14279,31051,Directed
14279,2165,Directed
14279,41576,Directed
14279,10547,Directed
14279,19987,Directed
14279,19806,Directed
14279,29327,Directed
14279,1125,Directed
14279,8768,Directed
14279,18968,Directed
14279,15057,Directed
14279,2797,Directed
14279,14279,Directed
14279,9415,Directed
14279,42788,Directed
14279,17149,Directed
14279,20472,Directed
14279,15843,Directed
14279,19884,Directed
14279,16273,Directed
14279,14279,Directed
14279,460,Directed
14279,9955,Directed
14279,38004,Directed
14279,13483,Directed
14279,23016,Directed
14279,37675,Directed
14279,12709,Directed
14279,27267,Directed
14279,3894,Directed
14279,34260,Directed
36425,12136,Directed
36425,11048,Directed
36425,18647,Directed
36425,5300,Directed
36425,34997,Directed
36425,31272,Directed
36425,9,Directed
36425,3667,Directed
36425,30366,Directed
36425,7270,Directed
36425,36425,Directed
36425,14417,Directed
36425,15705,Directed
36425,36098,Directed
36425,23416,Directed
36425,41961,Directed
36425,37119,Directed
36425,8349,Directed
36425,36425,Directed
36425,13476,Directed
36425,22511,Directed
36425,25495,Directed
36425,21954,Directed
36425,18734,Directed
36425,24196,Directed
36425,37645,Directed
36425,20366,Directed
23735,17443,Directed
23735,23735,Directed
23735,40980,Directed
23735,41324,Directed
23735,23735,Directed
23735,5257,Directed
23735,23486,Directed
23735,3947,Directed
23735,26973,Directed
34221,28437,Directed
34221,8132,Directed
34221,27821,Directed
34221,37104,Directed
34221,42000,Directed
34221,30912,Directed
34221,23744,Directed
34221,265,Directed
34221,9300,Directed
34221,14748,Directed
34221,590,Directed
34221,37352,Directed
34221,35340,Directed
34221,26450,Directed
34221,26076,Directed
34221,15697,Directed
34221,11978,Directed
34221,2415,Directed
34221,21268,Directed
34221,23578,Directed
34221,20420,Directed
34221,25265,Directed
15543,6907,Directed
15543,42530,Directed
15543,15543,Directed
15543,39712,Directed
15543,15353,Directed
15543,34200,Directed
15543,28869,Directed
15543,21261,Directed
15543,13117,Directed
15543,23025,Directed
15543,30158,Directed
15543,40450,Directed
15543,15543,Directed
